Episode 0 with Initial SoC: 0.2
Episode 0, Step 0: State=(0.2, 13, 0), Action=Charge, Reward=[7.198671], Old Q=0.6922381390207877, New Q=[0.8263232]
Episode 0, Step 37: State=(0.22, 2, 11), Action=Do Nothing, Reward=-100.0, Old Q=0.6154562538798577, New Q=[-1.3975973]
Final Reward: -100.0, Total Reward: [-624.47375], Steps: 38
Reached destination in 38 steps.
Episode 0 finished with Total Reward: [-624.47375], Charging Cost: 43.138986880000004, Fixed Cost: 56.790067785000005
Episode 1 with Initial SoC: 0.2
Episode 1, Step 0: State=(0.2, 7, 0), Action=Charge, Reward=[7.198671], Old Q=0.6637460593824474, New Q=[0.8035304]
Episode 1, Step 1: State=(0.31, 8, 0), Action=Do Nothing, Reward=-68.87463810104202, Old Q=0.7762388987129171, New Q=[-0.60105884]
Episode 1, Step 2: State=(0.045191325511279995, 9, 1), Action=Charge, Reward=[11.637483], Old Q=0.5965813412232094, New Q=[0.8322069]
Episode 1, Step 3: State=(0.15519132551128, 10, 1), Action=Charge, Reward=[8.09647], Old Q=0.8738895742960151, New Q=[1.024792]
Episode 1, Step 4: State=(0.26519132551128, 11, 1), Action=Do Nothing, Reward=-100.0, Old Q=0.10422526350349215, New Q=[-1.8907205]
Episode 1, Step 5: State=(0.0, 12, 2), Action=Charge, Reward=[14.167312], Old Q=0.7099361378868889, New Q=[0.9915087]
Episode 1, Step 6: State=(0.11, 13, 2), Action=Charge, Reward=[9.2565975], Old Q=0.7523355151660879, New Q=[0.9203494]
Episode 1, Step 7: State=(0.22, 14, 2), Action=Charge, Reward=[6.8583417], Old Q=0.012723794605682848, New Q=[0.14918724]
Episode 1, Step 8: State=(0.33, 15, 2), Action=Charge, Reward=[5.437153], Old Q=0.0954991683640547, New Q=[0.21234745]
Episode 1, Step 9: State=(0.44, 16, 2), Action=Charge, Reward=[4.496982], Old Q=0.6293827285336897, New Q=[0.7167228]
Episode 1, Step 10: State=(0.55, 17, 2), Action=Charge, Reward=[3.828966], Old Q=0.627999144906038, New Q=[0.7028052]
Episode 1, Step 11: State=(0.66, 18, 2), Action=Charge, Reward=[3.3298733], Old Q=0.6687481051195378, New Q=[0.72474045]
Episode 1, Step 12: State=(0.77, 19, 2), Action=Charge, Reward=-2.64, Old Q=0.2597212068451532, New Q=[0.21543652]
Episode 1, Step 13: State=(0.88, 20, 2), Action=Charge, Reward=-2.9699999999999998, Old Q=0.817878651432982, New Q=[0.7484463]
Episode 1, Step 14: State=(0.99, 21, 2), Action=Do Nothing, Reward=35.4951880672147, Old Q=0.3260407116399079, New Q=[1.031366]
Episode 1, Step 15: State=(0.716475541457595, 22, 3), Action=Do Nothing, Reward=32.91661281416185, Old Q=0.21750440924371972, New Q=[0.8810065]
Episode 1, Step 16: State=(0.44295108291519, 23, 4), Action=Do Nothing, Reward=-38.39413915388811, Old Q=0.6041084401073689, New Q=[-0.17472988]
Episode 1, Step 17: State=(0.16045641914040198, 0, 5), Action=Charge, Reward=[7.9797163], Old Q=0.3266312577893232, New Q=[0.48553914]
Episode 1, Step 18: State=(0.27045641914040197, 1, 5), Action=Do Nothing, Reward=-100.0, Old Q=0.8583091724046408, New Q=[-1.1534871]
Episode 1, Step 19: State=(0.0, 2, 6), Action=Charge, Reward=[14.167312], Old Q=0.7147356736581658, New Q=[0.996801]
Episode 1, Step 20: State=(0.11, 3, 6), Action=Charge, Reward=[9.2565975], Old Q=0.7823742614405463, New Q=[0.9645349]
Episode 1, Step 21: State=(0.22, 4, 6), Action=Charge, Reward=[6.8583417], Old Q=0.7651449469429409, New Q=[0.8987117]
Episode 1, Step 22: State=(0.33, 5, 6), Action=Do Nothing, Reward=-87.44126062345589, Old Q=0.42695071023801945, New Q=[-1.3296345]
Episode 1, Step 23: State=(0.014362486641890016, 6, 7), Action=Charge, Reward=[13.252817], Old Q=0.31789689690258915, New Q=[0.58600014]
Episode 1, Step 24: State=(0.12436248664189002, 7, 7), Action=Charge, Reward=[8.853896], Old Q=0.5982405738552008, New Q=[0.762789]
Episode 1, Step 25: State=(0.23436248664189002, 8, 7), Action=Charge, Reward=[6.6328425], Old Q=0.08959354259018348, New Q=[0.22654195]
Episode 1, Step 26: State=(0.34436248664189, 9, 7), Action=Charge, Reward=[5.293219], Old Q=0.4287816282713558, New Q=[0.53500974]
Episode 1, Step 27: State=(0.45436248664189, 10, 7), Action=Charge, Reward=[4.397205], Old Q=0.5744908979491619, New Q=[0.6597919]
Episode 1, Step 28: State=(0.56436248664189, 11, 7), Action=Do Nothing, Reward=13.422648337925441, Old Q=0.24840597656818708, New Q=[0.52044284]
Episode 1, Step 29: State=(0.24872497328378004, 12, 8), Action=Do Nothing, Reward=-100.0, Old Q=0.5547297374813714, New Q=[-1.4567018]
Episode 1, Step 30: State=(0.0, 13, 9), Action=Charge, Reward=[14.167312], Old Q=0.6109407861088644, New Q=[0.89792776]
Episode 1, Step 31: State=(0.11, 14, 9), Action=Charge, Reward=[9.2565975], Old Q=0.9275613304367183, New Q=[1.0977848]
Episode 1, Step 32: State=(0.22, 15, 9), Action=Do Nothing, Reward=-100.0, Old Q=0.8156465800367031, New Q=[-1.1939971]
Episode 1, Step 33: State=(0.0, 16, 10), Action=Charge, Reward=[14.167312], Old Q=0.029078128183470664, New Q=[0.31799647]
Episode 1, Step 34: State=(0.11, 17, 10), Action=Charge, Reward=[9.2565975], Old Q=0.4323659261257966, New Q=[0.6176772]
Episode 1, Step 35: State=(0.22, 18, 10), Action=Charge, Reward=[6.8583417], Old Q=0.568744410028301, New Q=[0.6930619]
Episode 1, Step 36: State=(0.33, 19, 10), Action=Charge, Reward=[5.437153], Old Q=0.043173414002596, New Q=[0.15344559]
Episode 1, Step 37: State=(0.44, 20, 10), Action=Do Nothing, Reward=-36.43139957723219, Old Q=0.2726904167613501, New Q=[-0.4511916]
Episode 1, Step 38: State=(0.174488493882884, 21, 11), Action=Charge, Reward=[7.6841717], Old Q=0.29794633906147416, New Q=[0.4466688]
Episode 1, Step 39: State=(0.284488493882884, 22, 11), Action=Charge, Reward=[5.948473], Old Q=0.16931896986632256, New Q=[0.2912311]
Episode 1, Step 40: State=(0.394488493882884, 23, 11), Action=Do Nothing, Reward=-48.47060453707084, Old Q=0.3253046464914595, New Q=[-0.6349242]
Final Reward: -48.47060453707084, Total Reward: [-428.08246], Steps: 41
Reached destination in 41 steps.
Episode 1 finished with Total Reward: [-428.08246], Charging Cost: 42.081048526, Fixed Cost: 59.34419510599999
Episode 2 with Initial SoC: 0.2
Episode 2, Step 0: State=(0.2, 9, 0), Action=Charge, Reward=[7.198671], Old Q=0.4100372136445639, New Q=[0.5510303]
Episode 2, Step 1: State=(0.31, 10, 0), Action=Charge, Reward=[5.6508284], Old Q=0.3847484201008663, New Q=[0.49300134]
Episode 2, Step 2: State=(0.42, 11, 0), Action=Charge, Reward=[4.643502], Old Q=0.26795894888427463, New Q=[0.36329567]
Episode 2, Step 3: State=(0.53, 12, 0), Action=Do Nothing, Reward=12.785160104248808, Old Q=0.06945058910113344, New Q=[0.3248861]
Episode 2, Step 4: State=(0.26519132551128, 13, 1), Action=Do Nothing, Reward=-100.0, Old Q=0.1756141506224026, New Q=[-1.8110805]
Episode 2, Step 5: State=(0.0, 14, 2), Action=Charge, Reward=[14.167312], Old Q=0.08125834059430692, New Q=[0.37318158]
Episode 2, Step 6: State=(0.11, 15, 2), Action=Charge, Reward=[9.2565975], Old Q=0.6389234725270323, New Q=[0.8209725]
Episode 2, Step 7: State=(0.22, 16, 2), Action=Charge, Reward=[6.8583417], Old Q=0.6130744065892754, New Q=[0.73973644]
Episode 2, Step 8: State=(0.33, 17, 2), Action=Charge, Reward=[5.437153], Old Q=0.20802877098558326, New Q=[0.3171453]
Episode 2, Step 9: State=(0.44, 18, 2), Action=Charge, Reward=[4.496982], Old Q=0.34972983749997855, New Q=[0.44927213]
Episode 2, Step 10: State=(0.55, 19, 2), Action=Do Nothing, Reward=13.696980248701443, Old Q=0.2785169077733981, New Q=[0.54664266]
Episode 2, Step 11: State=(0.27647554145759506, 20, 3), Action=Do Nothing, Reward=-97.1335095934628, Old Q=0.10597748590934541, New Q=[-1.8408536]
Episode 2, Step 12: State=(0.0029510829151900707, 21, 4), Action=Charge, Reward=[13.96934], Old Q=0.9186260338856398, New Q=[1.196597]
Episode 2, Step 13: State=(0.11295108291519007, 22, 4), Action=Charge, Reward=[9.17093], Old Q=0.9835404835950247, New Q=[1.1564279]
Episode 2, Step 14: State=(0.22295108291519006, 23, 4), Action=Charge, Reward=[6.8107867], Old Q=0.5847098200798306, New Q=[0.7146174]
Episode 2, Step 15: State=(0.33295108291519004, 0, 4), Action=Do Nothing, Reward=-66.46442908273828, Old Q=0.7042871959544021, New Q=[-0.63343155]
Episode 2, Step 16: State=(0.05045641914040207, 1, 5), Action=Charge, Reward=[11.399839], Old Q=0.5532074058842493, New Q=[0.77083576]
Episode 2, Step 17: State=(0.16045641914040207, 2, 5), Action=Charge, Reward=[7.9797163], Old Q=0.15389756404853983, New Q=[0.32188314]
Episode 2, Step 18: State=(0.2704564191404021, 3, 5), Action=Do Nothing, Reward=-100.0, Old Q=0.2021660466932963, New Q=[-1.7998798]
Episode 2, Step 19: State=(0.0, 4, 6), Action=Charge, Reward=[14.167312], Old Q=0.30442353539396494, New Q=[0.58817816]
Episode 2, Step 20: State=(0.11, 5, 6), Action=Charge, Reward=[9.2565975], Old Q=0.44987521092362115, New Q=[0.6280811]
Episode 2, Step 21: State=(0.22, 6, 6), Action=Do Nothing, Reward=-100.0, Old Q=0.08336247609803704, New Q=[-1.9087356]
Episode 2, Step 22: State=(0.0, 7, 7), Action=Charge, Reward=[14.167312], Old Q=0.43613949816302033, New Q=[0.717502]
Episode 2, Step 23: State=(0.11, 8, 7), Action=Charge, Reward=[9.2565975], Old Q=0.4622338654858197, New Q=[0.64079034]
Episode 2, Step 24: State=(0.22, 9, 7), Action=Charge, Reward=[6.8583417], Old Q=0.25458610658434944, New Q=[0.398806]
Episode 2, Step 25: State=(0.33, 10, 7), Action=Charge, Reward=[5.437153], Old Q=0.7380355782814996, New Q=[0.84274924]
Episode 2, Step 26: State=(0.44, 11, 7), Action=Do Nothing, Reward=-44.57073082792679, Old Q=0.896387669871505, New Q=[-0.00293463]
Episode 2, Step 27: State=(0.12436248664189002, 12, 8), Action=Charge, Reward=[8.853896], Old Q=0.07474790284684363, New Q=[0.25417036]
Episode 2, Step 28: State=(0.23436248664189002, 13, 8), Action=Charge, Reward=[6.6328425], Old Q=0.3142961614324623, New Q=[0.44679606]
Episode 2, Step 29: State=(0.34436248664189, 14, 8), Action=Do Nothing, Reward=-77.68500349931746, Old Q=0.9109364050273947, New Q=[-0.6569112]
Episode 2, Step 30: State=(0.02872497328378003, 15, 9), Action=Charge, Reward=[12.4483595], Old Q=0.1795212544812922, New Q=[0.43265837]
Episode 2, Step 31: State=(0.13872497328378003, 16, 9), Action=Charge, Reward=[8.484365], Old Q=0.5143394246534084, New Q=[0.68680346]
Episode 2, Step 32: State=(0.24872497328378002, 17, 9), Action=Charge, Reward=[6.421464], Old Q=0.7849060970178899, New Q=[0.91441554]
Episode 2, Step 33: State=(0.35872497328378, 18, 9), Action=Do Nothing, Reward=-69.8873262911699, Old Q=0.4834540321176183, New Q=[-0.9192921]
Episode 2, Step 34: State=(0.04308745992567005, 19, 10), Action=Charge, Reward=[11.735208], Old Q=0.17754475759804778, New Q=[0.413786]
Episode 2, Step 35: State=(0.15308745992567005, 20, 10), Action=Charge, Reward=[8.14407], Old Q=0.37799370139788513, New Q=[0.5349114]
Episode 2, Step 36: State=(0.26308745992567006, 21, 10), Action=Do Nothing, Reward=-100.0, Old Q=0.20475031310243652, New Q=[-1.7834288]
Episode 2, Step 37: State=(0.0, 22, 11), Action=Charge, Reward=[14.167312], Old Q=0.9525002370558433, New Q=[1.2281816]
Episode 2, Step 38: State=(0.11, 23, 11), Action=Charge, Reward=[9.2565975], Old Q=0.6992801196146484, New Q=[0.87489116]
Episode 2, Step 39: State=(0.22, 0, 11), Action=Charge, Reward=[6.8583417], Old Q=0.34619393678149446, New Q=[0.4767239]
Episode 2, Step 40: State=(0.33, 1, 11), Action=Charge, Reward=[5.437153], Old Q=0.1330455704197746, New Q=[0.25623995]
Episode 2, Step 41: State=(0.44, 2, 11), Action=Charge, Reward=[4.496982], Old Q=0.9914757581943263, New Q=[1.0602088]
Episode 2, Step 42: State=(0.55, 3, 11), Action=Charge, Reward=[3.828966], Old Q=0.04814375216368327, New Q=[0.13520068]
Episode 2, Step 43: State=(0.66, 4, 11), Action=Do Nothing, Reward=18.22644487941282, Old Q=0.7128679547549422, New Q=[1.0617015]
Final Reward: 0.0, Total Reward: [-438.08356], Steps: 44
Reached destination in 44 steps.
Episode 2 finished with Total Reward: [-438.08356], Charging Cost: 48.357066923, Fixed Cost: 65.051540961
Episode 3 with Initial SoC: 0.2
Episode 3, Step 0: State=(0.2, 13, 0), Action=Charge, Reward=[7.198671], Old Q=[0.8263232], New Q=[0.9600561]
Episode 3, Step 1: State=(0.31, 14, 0), Action=Do Nothing, Reward=-68.87463810104202, Old Q=0.010752003809613386, New Q=[-1.3580984]
Episode 3, Step 2: State=(0.045191325511279995, 15, 1), Action=Charge, Reward=[11.637483], Old Q=0.6369910023703922, New Q=[0.85786587]
Episode 3, Step 3: State=(0.15519132551128, 16, 1), Action=Charge, Reward=[8.09647], Old Q=0.1625360133757615, New Q=[0.3342481]
Episode 3, Step 4: State=(0.26519132551128, 17, 1), Action=Do Nothing, Reward=-100.0, Old Q=0.28960951253265477, New Q=[-1.7144219]
Episode 3, Step 5: State=(0.0, 18, 2), Action=Charge, Reward=[14.167312], Old Q=0.5897339547652035, New Q=[0.87100446]
Episode 3, Step 6: State=(0.11, 19, 2), Action=Charge, Reward=[9.2565975], Old Q=0.6142693297881592, New Q=[0.7877414]
Episode 3, Step 7: State=(0.22, 20, 2), Action=Charge, Reward=[6.8583417], Old Q=0.15031679471594794, New Q=[0.29902264]
Episode 3, Step 8: State=(0.33, 21, 2), Action=Do Nothing, Reward=-63.90775137665849, Old Q=0.14019149824838795, New Q=[-1.1258664]
Episode 3, Step 9: State=(0.056475541457595, 22, 3), Action=Charge, Reward=[11.139667], Old Q=0.07906225311715676, New Q=[0.31606746]
Episode 3, Step 10: State=(0.166475541457595, 23, 3), Action=Charge, Reward=[7.8502426], Old Q=0.9241734682402473, New Q=[1.0795417]
Episode 3, Step 11: State=(0.276475541457595, 0, 3), Action=Charge, Reward=[6.048403], Old Q=0.9779338887700871, New Q=[1.0807396]
Episode 3, Step 12: State=(0.386475541457595, 1, 3), Action=Charge, Reward=[4.9111414], Old Q=0.18964638058765748, New Q=[0.29053456]
Episode 3, Step 13: State=(0.496475541457595, 2, 3), Action=Charge, Reward=[4.128029], Old Q=0.44790683155125477, New Q=[0.5204703]
Episode 3, Step 14: State=(0.606475541457595, 3, 3), Action=Charge, Reward=[3.5559268], Old Q=0.06539485894460706, New Q=[0.13343123]
Episode 3, Step 15: State=(0.716475541457595, 4, 3), Action=Do Nothing, Reward=32.91661281416185, Old Q=0.6960970501741744, New Q=[1.3394158]
Episode 3, Step 16: State=(0.44295108291519, 5, 4), Action=Do Nothing, Reward=-38.39413915388811, Old Q=0.0627124253590372, New Q=[-0.6914599]
Episode 3, Step 17: State=(0.16045641914040198, 6, 5), Action=Charge, Reward=[7.9797163], Old Q=0.5162202195183576, New Q=[0.6677804]
Episode 3, Step 18: State=(0.27045641914040197, 7, 5), Action=Do Nothing, Reward=-100.0, Old Q=0.751543454719953, New Q=[-1.2643406]
Episode 3, Step 19: State=(0.0, 8, 6), Action=Charge, Reward=[14.167312], Old Q=0.5188292276875017, New Q=[0.8078072]
Episode 3, Step 20: State=(0.11, 9, 6), Action=Charge, Reward=[9.2565975], Old Q=0.9351523889630556, New Q=[1.099791]
Episode 3, Step 21: State=(0.22, 10, 6), Action=Charge, Reward=[6.8583417], Old Q=0.027063956479679185, New Q=[0.17004605]
Episode 3, Step 22: State=(0.33, 11, 6), Action=Charge, Reward=[5.437153], Old Q=0.44271624492228445, New Q=[0.55728334]
Episode 3, Step 23: State=(0.44, 12, 6), Action=Do Nothing, Reward=-44.57073082792679, Old Q=0.028127559688983172, New Q=[-0.859398]
Episode 3, Step 24: State=(0.12436248664189002, 13, 7), Action=Charge, Reward=[8.853896], Old Q=0.2112370307544308, New Q=[0.3901905]
Episode 3, Step 25: State=(0.23436248664189002, 14, 7), Action=Do Nothing, Reward=-100.0, Old Q=0.5806801413151713, New Q=[-1.4226744]
Episode 3, Step 26: State=(0.0, 15, 8), Action=Charge, Reward=[14.167312], Old Q=0.32402104091724904, New Q=[0.59952915]
Episode 3, Step 27: State=(0.11, 16, 8), Action=Charge, Reward=[9.2565975], Old Q=0.049130913336421944, New Q=[0.23405378]
Episode 3, Step 28: State=(0.22, 17, 8), Action=Charge, Reward=[6.8583417], Old Q=0.15786849631048083, New Q=[0.3008229]
Episode 3, Step 29: State=(0.33, 18, 8), Action=Charge, Reward=[5.437153], Old Q=0.5747792241350902, New Q=[0.67265296]
Episode 3, Step 30: State=(0.44, 19, 8), Action=Charge, Reward=[4.496982], Old Q=0.1503541770504322, New Q=[0.252378]
Episode 3, Step 31: State=(0.55, 20, 8), Action=Charge, Reward=[3.828966], Old Q=0.8883652904613196, New Q=[0.95332474]
Episode 3, Step 32: State=(0.66, 21, 8), Action=Charge, Reward=[3.3298733], Old Q=0.43204861884485024, New Q=[0.50413764]
Episode 3, Step 33: State=(0.77, 22, 8), Action=Charge, Reward=-2.64, Old Q=0.8394507180667903, New Q=[0.77303344]
Episode 3, Step 34: State=(0.88, 23, 8), Action=Charge, Reward=-2.9699999999999998, Old Q=0.28022671258194665, New Q=[0.21592192]
Episode 3, Step 35: State=(0.99, 0, 8), Action=Do Nothing, Reward=54.58879173436815, Old Q=0.646455956163755, New Q=[1.7386725]
Episode 3, Step 36: State=(0.6743624866418901, 1, 9), Action=Charge, Reward=[3.2738717], Old Q=0.65148475373215, New Q=[0.70427996]
Episode 3, Step 37: State=(0.7843624866418901, 2, 9), Action=Do Nothing, Reward=37.94269469925779, Old Q=0.4460206667056471, New Q=[1.2078233]
Episode 3, Step 38: State=(0.4687249732837801, 3, 10), Action=Do Nothing, Reward=9.843686052477466, Old Q=0.7239685152439338, New Q=[0.91229707]
Episode 3, Step 39: State=(0.2032134671666641, 4, 11), Action=Do Nothing, Reward=-100.0, Old Q=0.4211697402468958, New Q=[-1.5845962]
Final Reward: -100.0, Total Reward: [-388.01508], Steps: 40
Reached destination in 40 steps.
Episode 3 finished with Total Reward: [-388.01508], Charging Cost: 40.650621055, Fixed Cost: 58.57541822399998
Episode 4 with Initial SoC: 0.2
Episode 4, Step 0: State=(0.2, 22, 0), Action=Charge, Reward=[7.198671], Old Q=0.8768722385192917, New Q=[1.0013556]
Episode 4, Step 1: State=(0.31, 23, 0), Action=Do Nothing, Reward=-68.87463810104202, Old Q=0.6226488042078124, New Q=[-0.7518746]
Episode 4, Step 2: State=(0.045191325511279995, 0, 1), Action=Charge, Reward=[11.637483], Old Q=0.283838501221902, New Q=[0.51914775]
Episode 4, Step 3: State=(0.15519132551128, 1, 1), Action=Charge, Reward=[8.09647], Old Q=0.5386230926113988, New Q=[0.70344704]
Episode 4, Step 4: State=(0.26519132551128, 2, 1), Action=Charge, Reward=[6.1948442], Old Q=0.8157005315662689, New Q=[0.93789077]
Episode 4, Step 5: State=(0.37519132551128, 3, 1), Action=Charge, Reward=[5.008126], Old Q=0.8636772811081961, New Q=[0.9621843]
Episode 4, Step 6: State=(0.48519132551127997, 4, 1), Action=Charge, Reward=[4.196956], Old Q=0.9152437122237813, New Q=[0.99767274]
Episode 4, Step 7: State=(0.59519132551128, 5, 1), Action=Charge, Reward=[3.60742], Old Q=0.9752798797638084, New Q=[1.0368011]
Episode 4, Step 8: State=(0.7051913255112799, 6, 1), Action=Charge, Reward=-2.44557397653384, Old Q=0.5713858057127881, New Q=[0.51236653]
Episode 4, Step 9: State=(0.8151913255112799, 7, 1), Action=Charge, Reward=-2.7755739765338396, Old Q=0.185747406028983, New Q=[0.12772052]
Episode 4, Step 10: State=(0.9251913255112799, 8, 1), Action=Charge, Reward=-3.0, Old Q=0.1796039997815556, New Q=[0.13049681]
Episode 4, Step 11: State=(1.0, 9, 1), Action=Do Nothing, Reward=35.990601881271814, Old Q=0.1742983597337684, New Q=[0.90446234]
Episode 4, Step 12: State=(0.726475541457595, 10, 2), Action=Do Nothing, Reward=33.65973353524753, Old Q=0.8244205317871367, New Q=[1.483268]
Episode 4, Step 13: State=(0.45295108291519, 11, 3), Action=Do Nothing, Reward=-35.78757043086535, Old Q=0.22765003317251675, New Q=[-0.48903924]
Episode 4, Step 14: State=(0.179426624372785, 12, 4), Action=Charge, Reward=[7.585231], Old Q=0.005310592642333356, New Q=[0.15749532]
Episode 4, Step 15: State=(0.289426624372785, 13, 4), Action=Charge, Reward=[5.888486], Old Q=0.14831657099932294, New Q=[0.26153782]
Episode 4, Step 16: State=(0.399426624372785, 14, 4), Action=Do Nothing, Reward=-46.09740294806671, Old Q=0.7133403468058355, New Q=[-0.22087437]
Episode 4, Step 17: State=(0.116931960597997, 15, 5), Action=Charge, Reward=[9.057818], Old Q=0.7454396833299742, New Q=[0.92799354]
Episode 4, Step 18: State=(0.226931960597997, 16, 5), Action=Charge, Reward=[6.747655], Old Q=0.9503531871555995, New Q=[1.0743912]
Episode 4, Step 19: State=(0.336931960597997, 17, 5), Action=Do Nothing, Reward=-84.85923228914102, Old Q=0.8724225724912161, New Q=[-0.825546]
Episode 4, Step 20: State=(0.017842216223769043, 18, 6), Action=Charge, Reward=[13.048604], Old Q=0.8131963815708126, New Q=[1.0722529]
Episode 4, Step 21: State=(0.12784221622376904, 19, 6), Action=Charge, Reward=[8.761482], Old Q=0.8504632942766465, New Q=[1.0128864]
Episode 4, Step 22: State=(0.23784221622376905, 20, 6), Action=Charge, Reward=[6.580385], Old Q=0.332829361580152, New Q=[0.46046692]
Episode 4, Step 23: State=(0.34784221622376904, 21, 6), Action=Charge, Reward=[5.2594624], Old Q=0.2554666733757297, New Q=[0.35626134]
Episode 4, Step 24: State=(0.457842216223769, 22, 6), Action=Do Nothing, Reward=-41.28738988832346, Old Q=0.041948856223111286, New Q=[-0.7751466]
Episode 4, Step 25: State=(0.14220470286565906, 23, 7), Action=Charge, Reward=[8.399371], Old Q=0.5069533139472241, New Q=[0.6683142]
